,,,"Saskatchewan [Province]",,,,,,"Canada [Country]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     770,,     320,,     450,,   22625,,    9035,,   13590,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,   10235,,    6210,,    4030,,  567415,,  368840,,  198575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    8590,,    5615,,    2970,,  464000,,  321805,,  142190,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     730,,      60,,     670,,   29955,,    4870,,   25080,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     760,,     430,,     335,,   65620,,   36895,,   28725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     160,,     105,,      55,,    7840,,    5270,,    2575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   72720,,   67225,,    5500,, 2532555,, 2271735,,  260820,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,    1215,,     745,,     470,,   93135,,   57280,,   35850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,   11685,,    9635,,    2045,,  612265,,  490980,,  121285,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,   11195,,    9865,,    1330,,  475045,,  418595,,   56450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,     350,,      70,,     275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,   18905,,   18275,,     630,,  515630,,  499670,,   15960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,   19855,,   19240,,     620,,  540800,,  523425,,   17375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    9865,,    9460,,     410,,  295335,,  281715,,   13620,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,   13365,,    9360,,    4005,,  269445,,  167680,,  101770,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,   10720,,    7545,,    3175,,  159975,,   94680,,   65295,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    2645,,    1815,,     835,,  109470,,   73000,,   36470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   57985,,    9720,,   48265,, 1749545,,  342395,, 1407145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    3520,,    1635,,    1890,,  129560,,   63315,,   66245,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   53345,,    7510,,   45835,, 1576945,,  256895,, 1320050,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,    1120,,     580,,     545,,   43040,,   22185,,   20860,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   23415,,   10820,,   12600,,  770950,,  392820,,  378135,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,   14320,,    3175,,   11155,,  431415,,  114395,,  317025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      10,,      10,,       0,,    2725,,    2355,,     375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,     100,,      95,,       0,,    4425,,    3975,,     445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,    4055,,    2955,,    1105,,  162995,,  116750,,   46240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    4935,,    4590,,     340,,  169400,,  155340,,   14050,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      35,,      15,,      20,,    2590,,     745,,    1845,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      35,,      10,,      20,,    2585,,     740,,    1845,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,  857300,,  424265,,  433035,,28643015,,13990435,,14652585,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,  438415,,  230410,,  208005,,12815975,, 6354625,, 6461350,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  418880,,  193855,,  225025,,15827040,, 7635805,, 8191235,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,  366620,,  167715,,  198905,,13117190,, 6299305,, 6817890,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,  293455,,  130990,,  162465,,11519215,, 5503640,, 6015575,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   73165,,   36725,,   36445,, 1597975,,  795655,,  802315,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   52260,,   26140,,   26120,, 2709850,, 1336505,, 1373345,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    7230,,    3670,,    3560,,  349540,,  189995,,  159545,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,   13980,,    6230,,    7750,,  298830,,  109820,,  189020,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    6215,,    3280,,    2930,,  281415,,  142410,,  138995,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    3250,,    1830,,    1420,,  232035,,  131050,,  100980,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,    2730,,    1295,,    1435,,  205375,,   94690,,  110685,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,     220,,     125,,      95,,   88860,,   50400,,   38455,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,   18630,,    9705,,    8925,, 1253790,,  618135,,  635655,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,  566245,,  282510,,  283735,,18931380,, 9268555,, 9662830,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,  237235,,  130580,,  106660,, 6664380,, 3447125,, 3217250,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  329010,,  151930,,  177075,,12267005,, 5821430,, 6445575,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,  283450,,  129445,,  154005,,10134590,, 4807045,, 5327545,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,  225420,,  100405,,  125010,, 8918160,, 4207495,, 4710665,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   58035,,   29035,,   28995,, 1216425,,  599545,,  616875,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   45560,,   22490,,   23070,, 2132415,, 1014385,, 1118030,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    5210,,    2495,,    2715,,  254245,,  131955,,  122290,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,   13335,,    5950,,    7385,,  263095,,   96025,,  167065,
